We are also passionate about working collectively to reduce our carbon footprint.,Sustainability
During this time a contract is also negotiated and agreed.,Not_Commercial
"For more about our contracting frameworks, see Item 7
—“Management’s Discussion and Analysis of Financial Condition and Results of Operations—Overview—Net Revenues.”",Not_Commercial
"In addition, we are a party to a number of license agreements with third parties and expect to enter into additional licenses in the",Not_Commercial
Our failure to price these contracts,Not_Commercial
recognized ratably over the terms of the contracts.,Not_Commercial
"•
the expected value of the statements of work under our master service agreements;",Not_Commercial
"All shares repurchased under the plan have
been cancelled.",Not_Corporate actions
"consolidations and acquisitions and dispose of certain assets or subsidiaries, among other things.",Not_Corporate actions
intangible assets acquired through acquisitions.,Not_Corporate actions
"Failure to consistently meet service requirements of a client, whether due to: (a) natural or other
disasters, telecommunications failures, power or water shortages, extreme weather conditions (whether as a result of climate change or
otherwise), medical epidemics, pandemics or other contagious diseases (such as COVID-19) or other natural or manmade disasters or
catastrophic events; (b) breach of or incursion into our computer systems (for example, through a ransomware attack); (c) other systems
failure, including due to aged IT systems or infrastructure; or (d) errors made by our employees in the course of delivering services to our
clients could disrupt the client’s business and result in a reduction in our revenues, clients terminating their business relationships with us
and/or a claim for damages against us.",Not_customer centric
"For example, a number of our largest clients in
the United States operate in the high-tech industry.",Not_customer centric
"In the United States, we are either directly subject to, or contractually required to comply or facilitate our clients’ compliance with, laws",Not_customer centric
"Like our client portfolio,",Not_customer centric
"Our Consumer and Healthcare segment covers services we provide to clients in the consumer goods, retail, life sciences and healthcare",Not_customer centric
Our clients,Not_customer centric
"Our clients include some of the biggest brands in the world,",Not_customer centric
Revenue by top clients.,Not_customer centric
Sharing wage increases may also cause our clients to be less willing to utilize our services.,Not_customer centric
"The pricing of our services is usually included in SOWs entered into with our clients, many of which are for terms of two to five years.",Not_customer centric
"Top ten clients
33.6 %
31.2 %",Not_customer centric
"We cannot be certain that our new
service offerings will effectively meet client needs or that we will be able to attract clients to these service offerings.",Not_customer centric
We offer the following professional services to our clients:,Not_customer centric
affect the ability or willingness of our clients and prospective clients to utilize our services.,Not_customer centric
derived from clients based in Europe.,Not_customer centric
include a license to use the client’s proprietary systems to provide our services.,Not_customer centric
operations could adversely affect our operations and client confidence.,Not_customer centric
sensitive or confidential client and other third-party data.,Not_customer centric
services depending on client needs and the mix of skills and cost of employees at each location.,Not_customer centric
the competitors of our client.,Not_customer centric
"•
Recent and future legislation and executive action in the United States and other jurisdictions could significantly affect the ability or
willingness of our clients and prospective clients to utilize our services.",Not_customer centric
"•
the selling cycle for our client relationships;",Not_customer centric
• reputation and client references;,Not_customer centric
"Examples of areas of significant change include digital- and cloud-related
offerings, which are continually evolving as developments such as AI, automation, Internet of Things and as-a-service solutions are
commercialized.",Not_digital
"Industry disruption is pervasive, driven by an explosion in digital technologies, increased use of data and analytics, new competitors,",Not_digital
"Our clients in the high tech industry vertical include companies in the information and digital technology, software, digital platform,
electronics, semiconductor, and enterprise technology sectors.",Not_digital
big data and cloud-based technologies.,Not_digital
"•
smaller, niche service providers that provide services or products in a specific geographic market, industry or service area,
including digital.",Not_digital
"In addition, our employees may in the future form unions.",Not employee-engagement
"In addition, we collect, process and store data regarding our employees and
contractors.",Not employee-engagement
"India has stringent labor legislation that protects employee interests, including legislation that sets forth detailed procedures for",Not employee-engagement
"Our employment of international personnel in the
United States and elsewhere may also be limited by immigration restrictions targeting specific countries.",Not employee-engagement
"Our profitability will suffer if we are not able to price appropriately, maintain employee and asset utilization",Not employee-engagement
Salaries and related benefits of our employees are our most significant costs.,Not employee-engagement
Unresolved Staff Comments,Not employee-engagement
"•
restrictions on visas for our employees traveling to North America and Europe;",Not employee-engagement
"Principal Accountant Fees and Services
66",Not Financial management
"If an emerging growth company, indicate by check mark if the registrant has elected not to use the extended transition period for complying with any new or revised financial accounting",Not growth
"Indicate by check mark whether the registrant is a large accelerated filer, an accelerated filer, a non-accelerated filer, a smaller reporting company, or an emerging growth company.",Not growth
"Large Accelerated Filer
☒
Accelerated Filer 
☐
Non-accelerated Filer
☐
Smaller Reporting Company
☐
Emerging Growth Company
☐",Not growth
We operate in a highly competitive and rapidly evolving global market.,Not growth
"•
announcements of technological developments;",Not growth
"•
technological innovation;",Not growth
"Our core operations solutions for these clients include industry-specific solutions for
supply chain management, direct and indirect procurement, logistics services, field services, aftermarket services support, industrial asset
optimization and engineering services.",Not operational excellence
"A director may be liable jointly and severally with other directors if it is shown that the director
knowingly engaged in fraud or dishonesty (with such unlimited liability as the courts shall direct).",Not responsible business
Any of the foregoing may prevent us from working with our partners or third parties with whom we do business and could subject us to,Not responsible business
"As a Bermuda company, we are also subject to regulation in Bermuda.",Not responsible business
"Heather White
50
Senior Vice President, Chief Legal Officer and Corporate Secretary",Not responsible business
"If
a director of a Bermuda company is found to have breached his or her duties to that company, he may be held personally liable to the
company in respect of that breach of duty.",Not responsible business
"In cases not involving fraud or dishonesty,
the liability of the director will be determined by the Supreme Court of Bermuda or other Bermuda court (with such liability as the Bermuda
court thinks just) who may take into account the percentage of",Not responsible business
"Violations of
these laws or regulations by us, our employees or any of these third parties could subject us to criminal or civil enforcement actions (whether
or not we participated or knew about the actions leading to the violations), including fines or penalties, disgorgement of profits and
suspension or disqualification from work, any of which could materially adversely affect our business, including our results of operations and
our reputation.",Not responsible business
against us or our assets in the jurisdictions in which we or our executive officers operate.,Not responsible business
"behalf, against any of our officers or directors.",Not responsible business
our Chief Operating Officer.,Not responsible business
"•
A substantial portion of our assets, employees and operations are located in India and we are subject to regulatory, economic, social and
political uncertainties in India.",Not responsible business
"•
our ability to retain senior management;",Not responsible business
"Quantitative and Qualitative Disclosures About Market Risk
63",Not risk management
"Should known or unknown risks or uncertainties materialize, or should underlying assumptions prove
inaccurate, actual results could differ materially from past results and those anticipated, estimated or projected.",Not risk management
"Our consumer goods and retail clients include companies in the food and beverage, household goods, consumer health and beauty
and apparel industries, as well as grocery chains and general and specialty retailers.",Not supplier engagement
